icd10_code,short_desc,long_desc,description,category_code,category_desc,includes,excludes1,excludes2,code_first,use_additional,is_billable,is_chronic
M01.X51,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M01,,,,,,,True,True
M01.X52,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M01,,,,,,,True,True
M01.X59,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M01,,,,,,,True,True
M01.X61,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M01,,,,,,,True,True
M01.X62,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M01,,,,,,,True,True
M01.X69,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M01,,,,,,,True,True
M01.X71,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M01,,,,,,,True,True
M01.X72,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M01,,,,,,,True,True
M01.X79,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M01,,,,,,,True,True
M01.X8,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M01,,,,,,,True,True
M01.X9,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M01,,,,,,,True,True
M02.10,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.111,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.112,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.119,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.121,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.122,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.129,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.131,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.132,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.139,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.141,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.142,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.149,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.151,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.152,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.159,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.161,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.162,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.169,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.171,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.172,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.179,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.18,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.19,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.30,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.311,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.312,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.319,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.321,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.322,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.329,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.331,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.332,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.339,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.341,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.342,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.349,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.351,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.352,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.359,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.361,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.362,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.369,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.371,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.372,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.379,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.38,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.39,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M02,,,,,,,True,True
M02.80,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.811,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.812,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.819,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.821,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.822,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.829,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.831,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.832,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.839,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.841,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.842,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.849,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.851,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.852,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.859,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.861,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.862,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.869,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.871,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.872,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.879,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.88,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.89,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M02.9,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,M02,,,,,,,True,True
M04.1,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M04,,,,,,,True,True
M04.2,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M04,,,,,,,True,True
M04.8,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M04,,,,,,,True,True
M04.9,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,M04,,,,,,,True,True
M05.00,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.011,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.012,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.019,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.021,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.022,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.029,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.031,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.032,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.039,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.041,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.042,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.049,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.051,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.052,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.059,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.061,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.062,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.069,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.071,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.072,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.079,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.09,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.10,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.111,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.112,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.119,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
