icd10_code,short_desc,long_desc,description,category_code,category_desc,includes,excludes1,excludes2,code_first,use_additional,is_billable,is_chronic
S72.141A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.141B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.141C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.142A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.142B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.142C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.143A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.143B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.143C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.144A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.144B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.144C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.145A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.145B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.145C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.146A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.146B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.146C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.21XA,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.21XB,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.21XC,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.22XA,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.22XB,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.22XC,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.23XA,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.23XB,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.23XC,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.24XA,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.24XB,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.24XC,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.25XA,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.25XB,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.25XC,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.26XA,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.26XB,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.26XC,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.301A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.301B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.301C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.302A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.302B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.302C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.309A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.309B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.309C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.321A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.321B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.321C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.322A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.322B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.322C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.323A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.323B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.323C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.324A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.324B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.324C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.325A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.325B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.325C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.326A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.326B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.326C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.331A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.331B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.331C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.332A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.332B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.332C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.333A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.333B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.333C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.334A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.334B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.334C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.335A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.335B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.335C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.336A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.336B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.336C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.341A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.341B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.341C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.342A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.342B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.342C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.343A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.343B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.343C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.344A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.344B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.344C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.345A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.345B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.345C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.346A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.346B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.346C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.351A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.351B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.351C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.352A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.352B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.352C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.353A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.353B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.353C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.354A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.354B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.354C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.355A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.355B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.355C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.356A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.356B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.356C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.361A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.361B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.361C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.362A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.362B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.362C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.363A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.363B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.363C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.364A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.364B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.364C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.365A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.365B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.365C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.366A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.366B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.366C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.391A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.391B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.391C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.392A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.392B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.392C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.399A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.399B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.399C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.401A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.401B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.401C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.402A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.402B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.402C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.409A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.409B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.409C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.411A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.411B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.411C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.412A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.412B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.412C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.413A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.413B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.413C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.414A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.414B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.414C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.415A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.415B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.415C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.416A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.416B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.416C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.421A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.421B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.421C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.422A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.422B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.422C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.423A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.423B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.423C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.424A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.424B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.424C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.425A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
